CustomerID,Region,ContractType,age_missing,Age_imputed,is_male,MonthlyCharges_clean,charge_invalid,tenure_months,signup_year,signed_up_in_window,call_mean,call_median,call_min,call_max,call_sd,call_cv,call_slope,call_rel_slope,call_halfratio,call_last_minus_first,call_trend_r2,call_declining,data_mean,data_median,data_min,data_max,data_sd,data_cv,data_slope,data_rel_slope,data_halfratio,data_last_minus_first,data_trend_r2,data_declining,sms_mean,sms_median,sms_min,sms_max,sms_sd,sms_cv,sms_slope,sms_rel_slope,sms_halfratio,sms_last_minus_first,sms_trend_r2,sms_declining,comp_mean,comp_median,comp_min,comp_max,comp_sd,comp_cv,comp_slope,comp_rel_slope,comp_halfratio,comp_last_minus_first,comp_trend_r2,comp_declining,n_zero_data_months,n_complaint_months,complaints_total,call_hours,complaints_per_call_hour,data_per_call_min,sms_per_call_min,zero_data_complaint_interaction,Churn,dq_dup_conflict
CUST_3032,Rural,Yearly,0,67.0,1,39.42,0,26.0,2021,0,487.20249999999993,557.36,196.05,637.97,160.4923325855475,0.32941606946915813,-31.822552447552447,-0.06531689071290162,0.37299566522553923,-358.90000000000003,0.4685071628580855,1,8.288333333333332,7.73,4.6,14.65,3.2748583514744913,0.3951166319896833,-0.360769230769231,-0.04352735541152999,0.5803149606299213,-8.34,0.14462012485240802,1,26.25,23.5,1.0,49.0,13.827056809024834,0.5267450212961842,0.9615384615384603,0.03663003663003658,1.5,18.0,0.0576273459568654,0,0.75,1.0,0.0,2.0,0.7216878364870323,0.9622504486493764,-0.07342657342657348,-0.09790209790209797,0.3333333333333333,0.0,0.12335664335664333,1,0,7,9,97.44049999999999,0.09236405806620451,0.017012091139379074,0.053879033871952635,0,0,0
CUST_3033,Suburban,Prepaid,1,43.0,1,58.56,0,31.0,2021,0,473.9708333333333,474.305,422.71,537.25,35.631787647720145,0.07517717366093936,-6.556888111888122,-0.013833948527539048,0.8506617484706401,-47.29000000000002,0.403529337281502,1,9.975833333333332,10.145,1.71,15.08,3.384248952459352,0.3392447366929432,-0.32653846153846233,-0.032732950784909766,0.8302837443648898,-5.029999999999999,0.11094273540710635,1,26.25,26.5,5.0,43.0,11.92424001771182,0.45425676257949793,-1.6818181818181823,-0.0640692640692641,0.45283018867924524,3.0,0.23705627705627702,1,0.25,0.0,0.0,2.0,0.5951190357119042,2.3804761428476167,-0.0034965034965035034,-0.013986013986014014,,0.0,0.0004113533525298232,1,0,2,3,94.79416666666665,0.03164751698856294,0.02104735699278261,0.055383154729985146,0,0,0
CUST_3034,Urban,Yearly,0,32.0,0,34.05,0,12.0,2022,0,536.1699999999998,519.865,477.19,628.81,43.905046406990614,0.08188642857114464,0.2374825174824906,0.00044292391868715273,1.013671223741247,58.45999999999998,0.00034864962190318854,0,9.764999999999999,10.085,7.01,12.61,1.5974015358283173,0.16358438666956657,0.25160839160839105,0.025766348346993453,1.2002757669769046,4.4399999999999995,0.29564928919931965,0,22.0,23.0,3.0,38.0,11.761519176251568,0.534614508011435,0.6153846153846146,0.027972027972027937,1.0799999999999998,16.0,0.032622798887859135,0,0.5833333333333334,0.0,0.0,3.0,0.9537935951882998,1.6350747346085137,-0.19230769230769235,-0.3296703296703297,0.0,-3.0,0.4844392248972401,1,0,4,7,107.23399999999997,0.06527780368166815,0.018212507227185412,0.04103176231419141,0,0,0
CUST_3035,Rural,Prepaid,0,68.0,1,22.12,0,42.0,2020,0,509.3816666666666,503.7,437.4,619.18,42.8459886946517,0.08411372355630854,2.6548251748251563,0.0052118585111199985,1.088184093134588,57.50999999999999,0.045751602278491885,0,10.493333333333334,10.65,5.7,14.24,2.032356322651671,0.19368071689818975,-0.12202797202797212,-0.011629095174203187,1.0452688904016338,-1.7200000000000006,0.0429609496873799,1,24.5,21.0,6.0,48.0,16.27114009527298,0.6641281671539991,1.8531468531468513,0.07563864706721843,2.0,36.0,0.15457472964555116,0,0.25,0.0,0.0,1.0,0.4330127018922193,1.7320508075688772,-0.0174825174825175,-0.06993006993007,0.0,0.0,0.019425019425019428,1,0,3,3,101.87633333333332,0.0294474673542105,0.020600139384678817,0.04809753001187715,0,0,0
CUST_3036,Rural,Prepaid,0,40.0,0,66.22,0,70.0,2018,0,626.2108333333334,632.45,561.27,674.62,38.2644411645968,0.06110472564154532,-5.057167832167884,-0.008075822970433893,0.9071666675499356,-60.75999999999999,0.20815113098046786,1,9.361666666666666,8.715,5.0,13.4,2.656864798132482,0.28380254208287153,0.5180419580419579,0.05533650967156395,1.4946911196911197,5.319999999999999,0.4530496032616081,0,22.833333333333332,23.0,1.0,49.0,16.236960580382306,0.7111077626444806,0.5454545454545446,0.02388852023888517,1.2278481012658229,-28.0,0.013448147048399917,0,0.4166666666666667,0.0,0.0,1.0,0.4930066485916347,1.1832159566199232,0.03146853146853144,0.07552447552447544,1.0,0.0,0.04855144855144856,0,0,5,5,125.24216666666668,0.03992265650679417,0.014949704106577522,0.03646269294287201,0,0,0
CUST_3037,Urban,Prepaid,0,41.0,0,40.99,0,53.0,2019,0,609.4241666666667,604.09,527.18,710.38,56.17571264320749,0.09217834755465745,-5.289685314685347,-0.008679808914730183,0.9635599672880067,-122.29999999999995,0.10566162443237456,1,10.589166666666667,10.775,5.09,13.99,2.400706348602891,0.22671343498256621,0.1435314685314683,0.013554557506709843,1.2113821138211385,4.77,0.042596210659765044,0,21.583333333333332,21.5,3.0,46.0,10.812479929332689,0.5009643210501632,-0.5279720279720289,-0.024462024462024508,0.6666666666666666,-11.0,0.0284135822597361,1,0.75,1.0,0.0,2.0,0.5951190357119042,0.7934920476158722,-0.13636363636363635,-0.1818181818181818,0.25,-2.0,0.625668449197861,1,0,8,9,121.88483333333333,0.07384019614143952,0.017375692080912445,0.03541594592709785,0,0,0
CUST_3038,Urban,Prepaid,0,61.0,0,63.72,0,71.0,2018,0,527.9583333333333,533.19,447.61,588.1,32.89039571904777,0.06229733227504905,0.5111188811188554,0.0009681045810790412,1.0251914369636876,38.54000000000008,0.0028777989039362327,0,9.250833333333334,9.995000000000001,5.14,12.51,2.344754636535677,0.25346415312519704,0.03227272727272677,0.0034886291980246935,1.1355655369538589,-3.170000000000001,0.0022575185136119243,0,28.25,24.0,10.0,49.0,11.931226536558036,0.4223443021790455,1.4090909090909078,0.049879324215607354,1.7058823529411762,33.0,0.1662120990380906,0,0.75,1.0,0.0,2.0,0.7216878364870323,0.9622504486493764,-0.10839160839160843,-0.14452214452214457,0.25,-1.0,0.2688111888111888,1,0,7,9,105.59166666666665,0.08523399889511483,0.017521900402493885,0.05350801041748876,0,0,0
CUST_3039,Rural,Prepaid,0,30.0,0,61.57,0,53.0,2019,0,487.13249999999994,557.895,195.41,673.65,165.19861814015476,0.3391246080689644,-30.64038461538465,-0.06289948754268018,0.3709296389947411,-333.94,0.40994953301647286,1,8.666666666666666,8.45,2.3,14.64,4.271774286588133,0.4928970330678616,-0.6406293706293709,-0.07391877353415818,0.3862688482515239,-11.010000000000002,0.26801054896270515,1,22.416666666666668,21.0,1.0,45.0,14.424853166978474,0.6434878736198576,0.3041958041958025,0.013570073049626876,0.8295454545454546,26.0,0.005299543096158924,0,0.16666666666666666,0.0,0.0,1.0,0.372677996249965,2.2360679774997902,0.02797202797202796,0.16783216783216778,,1.0,0.06713286713286713,0,0,2,2,97.42649999999999,0.020528295689571114,0.0177911895976283,0.046017596170788586,0,0,0
CUST_3040,Urban,Prepaid,0,39.0,0,52.96,0,50.0,2019,0,359.6983333333333,411.57500000000005,121.21,491.5,133.88712844739365,0.37222059720615974,-29.63972027972029,-0.0824016058263275,0.2948839005965921,-308.64,0.5840167977908968,1,8.575000000000001,8.399999999999999,3.95,13.89,3.121331179694544,0.3640036361159818,-0.6272727272727282,-0.07315133845746101,0.4793867120954004,-3.9699999999999998,0.4812690143172342,1,25.333333333333332,23.0,9.0,43.0,10.569873330471951,0.4172318419923139,0.3566433566433559,0.014078027235921943,1.180327868852459,0.0,0.013566989946900435,0,0.25,0.0,0.0,1.0,0.4330127018922193,1.7320508075688772,0.01748251748251746,0.06993006993006984,,0.0,0.019425019425019428,0,0,3,3,71.93966666666667,0.04170161107224109,0.023839420996297826,0.07042938758867384,0,0,0
CUST_3041,Urban,Prepaid,0,60.0,1,62.59,0,57.0,2019,0,453.4716666666666,438.775,389.28,541.39,54.17751745163507,0.11947277290746224,7.855594405594401,0.01732323093819401,1.1549944680218638,33.06,0.25053862774540503,0,10.500833333333334,11.059999999999999,4.72,15.65,3.1979927515378908,0.3045465678791738,-0.673531468531469,-0.0641407636090598,0.606951871657754,-10.93,0.5285859610440129,1,30.25,28.5,5.0,49.0,13.77270852083932,0.4552961494492337,-1.6958041958041978,-0.05605964283650241,0.7478260869565218,-15.0,0.1806622811565151,1,0.5833333333333334,0.0,0.0,4.0,1.114924013354971,1.9112983086085216,-0.10839160839160843,-0.18581418581418585,0.25,-4.0,0.11263038637340309,1,0,4,7,90.69433333333332,0.07718233039182898,0.023156536792081833,0.0667075855529379,0,0,0
CUST_3042,Suburban,Prepaid,0,54.0,1,72.21,0,25.0,2021,0,484.6891666666667,485.15,419.72,550.76,39.71076983605609,0.08193038459918006,2.101783216783176,0.004336352783037602,1.0781719358509503,59.099999999999966,0.03338212800648784,0,10.946666666666667,10.475,6.18,18.33,3.3132117683936557,0.302668553750943,-0.1058741258741262,-0.009671814178513356,0.918416801292407,-9.109999999999998,0.012168472816057456,1,29.166666666666668,28.5,5.0,48.0,12.20541774058644,0.41847146539153507,0.8811188811188803,0.03020979020979018,1.7894736842105263,5.0,0.0621038480445529,0,0.5833333333333334,0.5,0.0,2.0,0.6400954789890506,1.097306535409801,-0.03846153846153848,-0.06593406593406596,0.3333333333333333,-2.0,0.04302477183833117,1,0,6,7,96.93783333333334,0.07221122815825262,0.022584921263971585,0.06017602346521052,0,0,0
CUST_3043,Rural,Monthly,0,50.0,1,61.46,0,34.0,2021,0,575.7308333333332,580.51,486.27,643.17,41.960052124676345,0.07288137041703752,-3.57199300699303,-0.0062042760265454446,0.9514397606805233,26.450000000000045,0.08635827392493647,1,10.905,10.995000000000001,7.03,17.7,2.9290257197004377,0.26859474733612454,-0.22706293706293793,-0.020821910780645388,0.8386568386568386,-3.87,0.07161449326940829,1,22.75,22.5,2.0,43.0,14.083826421348236,0.6190692932460763,1.1573426573426562,0.050872204718358516,1.7592592592592593,19.0,0.08047062694683745,0,0.5,0.5,0.0,1.0,0.5,1.0,-0.013986013986014033,-0.027972027972028066,1.0,0.0,0.009324009324009324,1,0,6,6,115.14616666666664,0.052107683422664246,0.01894114292413845,0.039514993262187055,0,0,0
CUST_3044,Urban,Yearly,0,20.0,1,61.87,0,41.0,2020,0,634.3050000000001,641.02,567.31,685.94,37.4151273996673,0.05898601997409337,0.749580419580406,0.001181735000639134,0.9921804021657502,-4.439999999999941,0.004782960581090748,0,9.775,9.91,5.88,14.21,2.6640461082095905,0.2725366862618507,-0.21188811188811243,-0.021676533185484646,0.9280314484426971,-3.08,0.07538492362781953,1,26.916666666666668,27.0,4.0,46.0,14.654113946450517,0.5444252859362421,0.0034965034965015597,0.0001299010586935564,1.144927536231884,-16.0,6.784277391915673e-07,0,0.9166666666666666,1.0,0.0,3.0,0.759202798262025,0.8282212344676636,0.05944055944055941,0.06484424666242845,1.6666666666666667,0.0,0.07304743449321768,0,0,9,11,126.86100000000002,0.08670907528712526,0.015410567471484535,0.04243489593597191,0,0,0
CUST_3045,Rural,Yearly,1,43.0,0,55.81,0,29.0,2021,0,405.24499999999995,408.37,310.64,464.81,44.430437296219964,0.10963845894759952,-6.7731468531468755,-0.016713708628476296,0.8338600173767291,-99.38,0.27693292952969983,1,10.515833333333333,10.465,7.96,15.18,1.9361364377428456,0.18411631074502058,0.05499999999999905,0.005230208415880724,0.8902743142144637,2.08,0.00961630553727209,0,27.833333333333332,26.0,3.0,48.0,15.603596451530723,0.5606082557436188,1.8181818181818168,0.06532389765922696,1.8235294117647058,41.0,0.16180054970699576,0,0.5,0.0,0.0,2.0,0.7637626158259734,1.5275252316519468,-0.055944055944055986,-0.11188811188811197,0.5,0.0,0.06393606393606394,1,0,4,6,81.04899999999999,0.07402929092277512,0.025949322837624977,0.06868273102279691,0,0,0
CUST_3046,Suburban,Monthly,0,40.0,0,43.5,0,26.0,2021,0,635.5675,632.44,579.63,680.49,33.41350054618642,0.05257270163465945,4.759895104895068,0.007489204694851558,1.0902554885094367,82.78999999999996,0.2418274533871466,0,10.507499999999999,10.665,4.95,16.08,2.8769489770704424,0.27379956955226675,0.37024475524475486,0.03523623652103306,1.3253652058432936,7.639999999999999,0.19736416536446535,0,27.083333333333332,34.0,0.0,45.0,17.736301443336174,0.6548788225231819,0.6678321678321666,0.024658418504572305,2.0784313725490198,-11.0,0.016895199989749532,0,0.8333333333333334,1.0,0.0,3.0,0.7993052538854533,0.9591663046625438,0.055944055944055916,0.06713286713286709,2.0,0.0,0.05837640620249316,0,0,8,10,127.11349999999999,0.07866985017327036,0.016532469013912764,0.04261283551052144,0,0,0
CUST_3047,Rural,Yearly,1,43.0,0,54.62,0,43.0,2020,0,428.445,431.03499999999997,356.5,525.05,52.85989019726267,0.12337613975484057,1.9330769230769036,0.004511843814438034,1.0778127280942615,76.85000000000002,0.01593677901733874,0,10.838333333333333,10.795,8.01,13.51,1.501431724129413,0.13852976079926924,0.024405594405593967,0.0022517848136792834,1.1349365397461593,-0.10000000000000142,0.0031486355494699967,0,31.25,35.0,6.0,47.0,13.466780115033684,0.43093696368107787,1.4580419580419564,0.0466573426573426,1.4545454545454546,41.0,0.13969063676128585,0,0.3333333333333333,0.0,0.0,1.0,0.4714045207910317,1.4142135623730951,0.048951048951048945,0.14685314685314685,,1.0,0.12849650349650346,0,0,4,4,85.68900000000001,0.046680437395698396,0.02529690703201889,0.07293818343077875,0,0,0
CUST_3048,Rural,Prepaid,0,47.0,1,53.14,0,33.0,2021,0,636.4566666666668,628.05,563.12,707.51,44.22221129955196,0.0694818887374662,-2.5337762237762407,-0.003981066357661805,0.9578898822193842,28.460000000000036,0.0391210401918957,1,8.195833333333333,8.765,3.74,13.88,2.726934965406318,0.33272211067489393,0.2490559440559437,0.03038811722085739,1.2519362186788159,3.920000000000001,0.0994028995183449,0,19.333333333333332,15.5,1.0,48.0,14.985177861992682,0.7750954066547939,-0.5734265734265744,-0.029659995177236612,0.7719298245614035,17.0,0.017449645851427147,1,0.5833333333333334,0.5,0.0,2.0,0.6400954789890506,1.097306535409801,0.05944055944055941,0.10189810189810185,2.0,2.0,0.1027616451345265,0,0,6,7,127.29133333333336,0.054991960699078746,0.012877284130367605,0.03037651162425302,0,1,0
CUST_3049,Rural,Prepaid,0,56.0,1,57.34,0,7.0,2023,1,539.2091666666666,533.29,478.99,604.49,36.406651969645445,0.06751860728686693,2.0598951048950678,0.003820215293499402,1.022352021340201,25.92999999999995,0.03814903161631858,0,9.559166666666666,9.030000000000001,5.52,16.21,2.4606383261711224,0.25741138448307443,-0.015139860139860486,-0.0015838054370004868,0.8157030223390275,-0.6800000000000015,0.0004511312891442487,1,23.083333333333332,21.0,7.0,44.0,12.426170859207685,0.5383178711570117,1.3111888111888101,0.056802403372800445,1.164179104477612,36.0,0.13268157522711155,0,0.75,1.0,0.0,2.0,0.7216878364870323,0.9622504486493764,0.0664335664335664,0.08857808857808853,2.0,0.0,0.10097902097902099,0,0,7,9,107.84183333333333,0.08345555450806814,0.01772812344003796,0.0428096085161757,0,0,0
CUST_3050,Suburban,Prepaid,1,43.0,1,55.0,0,58.0,2019,0,409.00833333333327,405.905,342.86,496.79,45.35018758383353,0.11087839510319726,1.1806293706293522,0.0028865655645875653,1.0168214371664965,27.620000000000005,0.008076510868712108,0,10.960833333333333,11.45,5.31,15.47,2.6236789003653294,0.2393685608179423,-0.16115384615384648,-0.014702700173695413,0.9385182908084845,1.7799999999999994,0.04495880673611551,1,32.666666666666664,38.0,8.0,49.0,13.262310842718508,0.4059891074301584,0.6223776223776212,0.0190523761952333,1.369047619047619,-17.0,0.026243655270818896,0,0.6666666666666666,0.5,0.0,2.0,0.7453559924999298,1.1180339887498947,-0.055944055944055986,-0.08391608391608399,0.3333333333333333,-1.0,0.06713286713286716,1,0,6,8,81.80166666666666,0.0977975183879709,0.026798557486603782,0.07986797335017624,0,0,0
CUST_3051,Suburban,Monthly,0,64.0,1,43.14,0,27.0,2021,0,424.62416666666667,430.83500000000004,316.45,500.62,43.853313340866535,0.10327559471030233,-2.979615384615403,-0.007017065015412617,0.968474356128799,-63.889999999999986,0.05501364025832455,1,10.375,9.325,6.5,20.56,3.78916987390818,0.3652211926658487,0.6703496503496499,0.06461201449153252,1.895956192080876,11.28,0.37296614723879934,0,21.5,21.0,1.0,49.0,13.859413166989912,0.644623868232089,0.12587412587412453,0.005854610505773234,1.1147540983606559,3.0,0.000982964974288185,0,0.3333333333333333,0.0,0.0,2.0,0.6236095644623235,1.8708286933869707,0.041958041958041946,0.12587412587412586,,1.0,0.053946053946053965,0,0,3,4,84.92483333333332,0.04710047512604284,0.02443337147163472,0.05063301076049605,0,0,0
CUST_3052,Rural,Yearly,0,42.0,0,67.09,0,55.0,2019,0,546.0774999999999,539.9200000000001,460.21,702.69,60.13635161378406,0.11012420693726453,14.269195804195768,0.02613034927129532,1.2832613036461613,229.83000000000004,0.6709337414977591,0,9.025,8.754999999999999,5.77,12.52,2.1875004761904244,0.24238232423162598,0.1418881118881113,0.015721674447436152,1.252114377768828,2.0699999999999994,0.05013609424644242,0,22.0,12.5,0.0,47.0,16.797817318528818,0.763537150842219,-1.5804195804195815,-0.07183725365543553,0.34020618556701027,-37.0,0.10548577234932816,1,0.25,0.0,0.0,2.0,0.5951190357119042,2.3804761428476167,0.03146853146853147,0.1258741258741259,,0.0,0.033319621554915684,0,0,2,3,109.21549999999998,0.02746862853715819,0.01652695816985685,0.04028732185449868,0,0,0
CUST_3053,Rural,Monthly,0,54.0,0,42.09,0,40.0,2020,0,529.1066666666667,524.63,466.63,610.48,43.26896854431463,0.08177740193089225,8.025174825174801,0.015167404477688433,1.1654791411995922,88.09000000000003,0.40993095151214315,0,10.69,10.985,6.3,15.4,2.673431004034579,0.2500870911164246,0.04202797202797194,0.003931522172869218,1.0630105017502915,4.08,0.002945056967126116,0,23.666666666666668,23.0,6.0,41.0,12.664473494341914,0.5351185983524752,-0.132867132867133,-0.005614104205653507,0.7916666666666666,8.0,0.0013116429811961506,1,0.75,0.0,0.0,3.0,1.0103629710818451,1.3471506281091268,0.10839160839160834,0.14452214452214446,2.0,1.0,0.13714856571999434,0,0,5,9,105.82133333333334,0.08504901343144419,0.020203865635158632,0.04472948113801879,0,1,0
CUST_3054,Suburban,Prepaid,1,43.0,1,55.91,0,51.0,2019,0,492.73083333333335,494.735,419.7,563.98,46.33049543916932,0.09402800130396274,4.480524475524455,0.009093249645478085,1.0762838935399224,90.74000000000001,0.1114496248026277,0,10.431666666666667,10.004999999999999,5.94,16.13,3.275990520268471,0.31404286821554284,0.01846153846153819,0.001769759239003501,1.0353581142339074,4.279999999999999,0.00037844720095110294,0,24.75,24.5,5.0,47.0,14.451787663353855,0.5839106126607618,-1.3461538461538478,-0.054390054390054454,0.4594594594594595,-4.0,0.10339535775944755,1,0.4166666666666667,0.0,0.0,2.0,0.6400954789890506,1.5362291495737215,0.05944055944055942,0.1426573426573426,,0.0,0.1027616451345265,0,0,4,5,98.54616666666668,0.05073764073353098,0.02117112622341136,0.05023026432619567,0,0,0
CUST_3055,Urban,Monthly,1,43.0,1,57.73,0,16.0,2022,0,503.59083333333336,504.885,423.47,599.54,51.305573683297034,0.10187948288037484,0.18695804195802324,0.0003712498909492128,1.0112622505284543,37.25,0.00015823917030225398,0,9.455833333333333,8.495000000000001,4.1,16.81,3.6625934762436057,0.38733693236030026,0.010944055944055332,0.001157386721853036,1.0805982550893227,-3.3900000000000006,0.00010639812268542362,0,33.25,37.0,7.0,48.0,11.55512151962641,0.3475224517180875,1.4720279720279712,0.04427151795572846,1.4487179487179487,10.0,0.19339172295951826,0,0.5,0.0,0.0,3.0,0.9574271077563381,1.9148542155126762,-0.1188811188811189,-0.2377622377622378,0.0,-3.0,0.1837253655435474,1,0,3,6,100.71816666666668,0.059572172514392466,0.018776817820022534,0.06602582453678499,0,0,0
CUST_3056,Suburban,Prepaid,0,59.0,0,34.25,0,33.0,2021,0,430.3591666666667,470.70500000000004,195.96,591.01,134.58855365262514,0.3127354174771657,-25.832832167832176,-0.06002621570238543,0.4160503125221276,-300.1,0.43901826003241173,1,9.278333333333334,9.495000000000001,2.63,15.37,3.7941596200242054,0.40892684965233034,-0.43048951048951023,-0.0463972887181078,0.47728049197130173,-6.449999999999999,0.15340825978300696,1,20.916666666666668,17.0,0.0,48.0,15.526634821779279,0.7423092345073758,-0.9965034965034967,-0.04764160142646199,0.5483870967741935,-46.0,0.049086014086734235,1,0.3333333333333333,0.0,0.0,1.0,0.4714045207910317,1.4142135623730951,-0.06293706293706294,-0.18881118881118883,0.0,0.0,0.21241258741258742,1,0,4,4,86.07183333333334,0.046472810501306076,0.021559511338397577,0.04860281431594927,0,0,0
CUST_3057,Rural,Monthly,0,33.0,0,73.43,0,22.0,2022,0,397.4975,401.195,330.28,460.6,32.84081711452991,0.0826189274511913,0.6892657342657189,0.0017340127529499403,1.0033394277890484,56.60000000000002,0.005249286302864837,0,9.941666666666665,10.004999999999999,6.55,13.45,1.9113513253425936,0.19225662953990885,0.007692307692307071,0.0007737442775162185,0.9168236032642813,0.16999999999999993,0.0001930132140940606,0,32.333333333333336,33.0,11.0,49.0,12.405196043952262,0.3836658570294514,-0.9230769230769243,-0.02854877081681209,0.6595744680851064,9.0,0.06598167175784503,1,0.5833333333333334,1.0,0.0,1.0,0.4930066485916347,0.8451542547285166,-0.05244755244755246,-0.08991008991008993,0.5,-1.0,0.13486513486513488,1,0,7,7,79.4995,0.08805086824445436,0.025010639479912868,0.0813422306639245,0,0,0
CUST_3058,Urban,Monthly,1,43.0,0,49.38,0,40.0,2020,0,614.6266666666667,636.74,471.75,710.96,66.30361683615422,0.10787624493376069,6.836713286713255,0.011123359361856393,1.1035223416130162,26.569999999999936,0.12669955409038747,0,10.084999999999999,10.094999999999999,4.52,17.21,3.683199469664022,0.36521561424531707,-0.2538461538461543,-0.02517066473437326,0.7578124999999999,2.969999999999999,0.0566037869582588,1,25.666666666666668,31.5,3.0,40.0,12.578641509408806,0.4900769419250184,-1.4825174825174845,-0.05776042139678511,0.7582417582417583,-12.0,0.1655339042979492,1,0.4166666666666667,0.0,0.0,2.0,0.6400954789890506,1.5362291495737215,0.03146853146853143,0.07552447552447543,2.0,-1.0,0.028801706767808456,0,0,4,5,122.92533333333334,0.04067509816257023,0.016408334598780827,0.04175976744690544,0,0,0
CUST_3059,Urban,Prepaid,0,18.0,0,35.1,0,19.0,2022,0,521.975,498.88,447.29,659.9,57.85404184958326,0.11083680607228939,-0.3160139860140029,-0.0006054197730044598,1.0720808936671928,-108.96999999999997,0.0003555494313076938,1,9.852500000000001,8.89,4.4,16.23,3.618646443538431,0.36728205466007924,0.49884615384615333,0.05063142896180191,1.5060951631930792,-0.2999999999999998,0.22646221039627118,0,23.583333333333332,20.5,2.0,49.0,16.229902101436785,0.6881937286828319,1.8986013986013974,0.08050606637179071,2.4680851063829787,28.0,0.16307620038077977,0,0.3333333333333333,0.0,0.0,1.0,0.4714045207910317,1.4142135623730951,0.048951048951048945,0.14685314685314685,,1.0,0.12849650349650346,0,0,4,4,104.395,0.03831601130322334,0.018875425068250396,0.045180963328384185,0,0,0
CUST_3060,Urban,Prepaid,1,43.0,1,50.01,0,9.0,2023,1,540.7891666666668,542.0550000000001,467.09,630.88,43.65393881776942,0.08072265775375076,1.9591258741258606,0.0036227165684578743,0.992419444961818,18.74000000000001,0.024001180403615364,0,10.085833333333333,9.96,3.44,17.39,3.8463867424145257,0.38136528884552845,0.19451048951048935,0.019285514947747436,1.0267618198037467,-2.879999999999999,0.030474384786026723,0,23.083333333333332,21.5,3.0,48.0,14.907818604864884,0.6458260767450492,0.5979020979020968,0.025901895937996976,1.6341463414634145,11.0,0.019168438972832297,0,0.4166666666666667,0.0,0.0,2.0,0.6400954789890506,1.5362291495737215,-0.017482517482517494,-0.04195804195804199,1.0,-1.0,0.00888941566907668,1,0,4,5,108.15783333333336,0.046228736707311986,0.0186502133456199,0.0426845335597514,0,0,0
CUST_3061,Suburban,Monthly,0,22.0,0,35.38,0,7.0,2023,1,430.74,425.755,381.66,507.98,38.355272127831405,0.0890450669262929,-2.6600000000000086,-0.006175419046292447,0.9386152803032639,-7.329999999999984,0.05731495132518246,1,11.119166666666667,10.245000000000001,7.19,17.32,2.8939720637137385,0.26026879086086235,-0.2556293706293709,-0.022989975624315755,0.9266287160025302,-0.8599999999999994,0.09297958941846844,1,29.333333333333332,35.0,6.0,48.0,14.693157893689458,0.5009031100121406,1.937062937062936,0.06603623649078191,2.7142857142857144,33.0,0.20711519566383182,0,0.6666666666666666,0.5,0.0,2.0,0.7453559924999298,1.1180339887498947,0.01398601398601392,0.020979020979020883,1.0,0.0,0.004195804195804194,0,0,6,8,86.148,0.09286344430514928,0.02581410286174181,0.06809985915710946,0,0,0
CUST_3062,Suburban,Monthly,0,20.0,0,41.3,0,31.0,2021,0,482.80249999999995,480.1,415.82,579.91,44.844190282391466,0.09288309460367639,2.890734265734232,0.005987405338071431,1.0681811504788765,-28.079999999999984,0.04951750555137875,0,10.736666666666666,10.59,6.97,16.72,2.90931358838396,0.27096990888394534,0.13244755244755227,0.012336003022125328,1.1755583126550866,-2.6799999999999997,0.02469798912292343,0,28.5,32.0,5.0,44.0,13.859413166989912,0.48629519884175126,1.7342657342657337,0.06085142927248188,1.75,35.0,0.18659344993401397,0,0.5833333333333334,0.0,0.0,2.0,0.7592027982620247,1.301490511306328,-0.06643356643356645,-0.1138861138861139,0.0,-1.0,0.0912461032942961,1,0,5,7,96.56049999999999,0.0724934108667623,0.02223821680017537,0.0590303488486493,0,0,0
CUST_3063,Suburban,Prepaid,1,43.0,0,41.01,0,8.0,2023,1,426.13500000000005,427.5,270.46,521.58,60.885964241906095,0.14287951996880352,6.758251748251739,0.015859414852691607,1.1930632067265874,-10.319999999999993,0.1468213272400419,0,9.165833333333335,9.06,5.9,13.11,1.9488178396715843,0.2126176386585963,0.052552447552446986,0.005733515507131227,0.8860890576458406,2.6599999999999993,0.008665591118973965,0,32.666666666666664,44.0,1.0,48.0,17.93661679978201,0.5490801061157758,-0.013986013986015759,-0.0004281432852861967,0.7153284671532847,0.0,7.245388008641309e-06,1,0.75,1.0,0.0,2.0,0.7216878364870323,0.9622504486493764,-0.03846153846153849,-0.05128205128205132,0.3333333333333333,0.0,0.033846153846153845,1,0,7,9,85.22700000000002,0.10560033792108132,0.021509224385073588,0.07665802308345163,0,1,0
CUST_3064,Suburban,Monthly,0,21.0,0,47.96,0,20.0,2022,0,628.3133333333334,627.565,527.87,752.28,68.62699934347185,0.10922416524155439,9.179720279720266,0.014610099440385793,1.2164933196786814,149.88,0.2132179024708963,0,11.125833333333334,10.9,7.31,14.53,2.118275471278989,0.19039252232303097,-0.18758741258741332,-0.01686052693467875,0.8576541850220264,-1.370000000000001,0.09345387270967312,1,25.583333333333332,22.0,7.0,48.0,13.786819389869764,0.5388984777799257,-0.8986013986014,-0.03512448463588534,0.7777777777777778,9.0,0.050624506106585664,1,0.25,0.0,0.0,1.0,0.4330127018922193,1.7320508075688772,-0.0174825174825175,-0.06993006993007,1.0,0.0,0.019425019425019428,1,0,3,3,125.66266666666667,0.0238734389423536,0.017707460184409055,0.04071747641834753,0,0,0
